GENE_ID	GEUVADIS	IN_GENCODE	CHR	LEFT	TSS	RIGHT	DIRECTION
ENSG00000223396	ENSG00000223396.2	TRUE	chr1	200487831	201487831	202487831	+
ENSG00000223416	ENSG00000223416.3	TRUE	chr1	57522152	58522152	59522152	-
ENSG00000223429	ENSG00000223429.1	TRUE	chr1	51628698	52628698	53628698	-
ENSG00000223452	ENSG00000223452.2	TRUE	chr1	154121020	155121020	156121020	+
ENSG00000223489	ENSG00000223489.1	TRUE	chr1	116285231	117285231	118285231	-
ENSG00000223505	ENSG00000223505.1	TRUE	chr1	202805040	203805040	204805040	-
ENSG00000223575	ENSG00000223575.1	TRUE	chr1	118628577	119628577	120628577	-
ENSG00000223583	ENSG00000223583.1	TRUE	chr1	25781678	26781678	27781678	-
ENSG00000223599	ENSG00000223599.1	TRUE	chr1	152825890	153825890	154825890	-
ENSG00000223612	ENSG00000223612.2	TRUE	chr1	147193338	148193338	149193338	+
ENSG00000223653	ENSG00000223653.1	TRUE	chr1	84742071	85742071	86742071	+
ENSG00000223694	ENSG00000223694.1	TRUE	chr1	239333455	240333455	241333455	+
ENSG00000223745	ENSG00000223745.1	TRUE	chr1	92811582	93811582	94811582	-
ENSG00000223759	ENSG00000223759.1	TRUE	chr1	148672997	149672997	150672997	+
ENSG00000223776	ENSG00000223776.4	TRUE	chr1	235687808	236687808	237687808	-
ENSG00000223779	ENSG00000223779.4	TRUE	chr1	148239900	149239900	150239900	+
ENSG00000223804	ENSG00000223804.1	TRUE	chr1	142745417	143745417	144745417	-
ENSG00000223842	ENSG00000223842.1	TRUE	chr1	218398839	219398839	220398839	-
ENSG00000223861	ENSG00000223861.1	TRUE	chr1	150529922	151529922	152529922	+
ENSG00000223881	ENSG00000223881.1	TRUE	chr1	197567998	198567998	199567998	-
ENSG00000223945	ENSG00000223945.1	TRUE	chr1	149025846	150025846	151025846	+
ENSG00000223949	ENSG00000223949.1	TRUE	chr1	63637025	64637025	65637025	-
ENSG00000223963	ENSG00000223963.1	TRUE	chr1	239934834	240934834	241934834	-
ENSG00000223972	ENSG00000223972.4	TRUE	chr1	-988131	11869	1011869	+
ENSG00000223989	ENSG00000223989.1	TRUE	chr1	8908376	9908376	10908376	+
ENSG00000224040	ENSG00000224040.1	TRUE	chr1	181911539	182911539	183911539	-
ENSG00000224051	ENSG00000224051.2	TRUE	chr1	260136	1260136	2260136	+
ENSG00000224066	ENSG00000224066.1	TRUE	chr1	31672415	32672415	33672415	-
ENSG00000224114	ENSG00000224114.1	TRUE	chr1	205869614	206869614	207869614	-
ENSG00000224167	ENSG00000224167.1	TRUE	chr1	112392443	113392443	114392443	+
ENSG00000224174	ENSG00000224174.1	TRUE	chr1	15847189	16847189	17847189	+
ENSG00000224183	ENSG00000224183.1	TRUE	chr1	24621134	25621134	26621134	-
ENSG00000224255	ENSG00000224255.1	TRUE	chr1	51645520	52645520	53645520	+
ENSG00000224261	ENSG00000224261.1	TRUE	chr1	159237015	160237015	161237015	-
ENSG00000224308	ENSG00000224308.1	TRUE	chr1	151921686	152921686	153921686	-
ENSG00000224315	ENSG00000224315.1	TRUE	chr1	7846972	8846972	9846972	-
ENSG00000224321	ENSG00000224321.1	TRUE	chr1	15119291	16119291	17119291	+
ENSG00000224358	ENSG00000224358.1	TRUE	chr1	164738166	165738166	166738166	+
ENSG00000224407	ENSG00000224407.1	TRUE	chr1	229417639	230417639	231417639	-
ENSG00000224494	ENSG00000224494.1	TRUE	chr1	80892141	81892141	82892141	+
ENSG00000224520	ENSG00000224520.1	TRUE	chr1	156043049	157043049	158043049	+
ENSG00000224521	ENSG00000224521.1	TRUE	chr1	247712057	248712057	249712057	+
ENSG00000224536	ENSG00000224536.1	TRUE	chr1	200476369	201476369	202476369	+
ENSG00000224540	ENSG00000224540.1	TRUE	chr1	208405541	209405541	210405541	+
ENSG00000224550	ENSG00000224550.1	TRUE	chr1	107047825	108047825	109047825	+
ENSG00000224566	ENSG00000224566.1	TRUE	chr1	227303174	228303174	229303174	-
ENSG00000224592	ENSG00000224592.1	TRUE	chr1	37512986	38512986	39512986	+
ENSG00000224600	ENSG00000224600.3	TRUE	chr1	170794099	171794099	172794099	-
ENSG00000224609	ENSG00000224609.1	TRUE	chr1	58762163	59762163	60762163	-
ENSG00000224616	ENSG00000224616.1	TRUE	chr1	99731735	100731735	101731735	-
ENSG00000224620	ENSG00000224620.1	TRUE	chr1	178417575	179417575	180417575	-
ENSG00000224645	ENSG00000224645.1	TRUE	chr1	150313124	151313124	152313124	+
ENSG00000224668	ENSG00000224668.1	TRUE	chr1	210035627	211035627	212035627	-
ENSG00000224678	ENSG00000224678.2	TRUE	chr1	91581353	92581353	93581353	-
ENSG00000224680	ENSG00000224680.3	TRUE	chr1	51834349	52834349	53834349	+
ENSG00000224698	ENSG00000224698.1	TRUE	chr1	107963311	108963311	109963311	+
ENSG00000224699	ENSG00000224699.1	TRUE	chr1	109889738	110889738	111889738	+
ENSG00000224727	ENSG00000224727.1	TRUE	chr1	242431421	243431421	244431421	-
ENSG00000224751	ENSG00000224751.1	TRUE	chr1	43317283	44317283	45317283	-
ENSG00000224763	ENSG00000224763.1	TRUE	chr1	210834619	211834619	212834619	-
ENSG00000224805	ENSG00000224805.2	TRUE	chr1	46644922	47644922	48644922	+
ENSG00000224813	ENSG00000224813.1	TRUE	chr1	-665874	334126	1334126	+
ENSG00000224818	ENSG00000224818.1	TRUE	chr1	200434274	201434274	202434274	-
ENSG00000224834	ENSG00000224834.1	TRUE	chr1	226621765	227621765	228621765	+
ENSG00000224837	ENSG00000224837.1	TRUE	chr1	167025660	168025660	169025660	-
ENSG00000224870	ENSG00000224870.3	TRUE	chr1	334900	1334900	2334900	+
ENSG00000224904	ENSG00000224904.1	TRUE	chr1	10937827	11937827	12937827	+
ENSG00000224939	ENSG00000224939.1	TRUE	chr1	233765057	234765057	235765057	+
ENSG00000224950	ENSG00000224950.1	TRUE	chr1	116041834	117041834	118041834	-
ENSG00000224985	ENSG00000224985.1	TRUE	chr1	160129139	161129139	162129139	-
ENSG00000224986	ENSG00000224986.1	TRUE	chr1	47791795	48791795	49791795	-
ENSG00000225015	ENSG00000225015.1	TRUE	chr1	141660749	142660749	143660749	-
ENSG00000225075	ENSG00000225075.1	TRUE	chr1	112239243	113239243	114239243	-
ENSG00000225077	ENSG00000225077.2	TRUE	chr1	5294752	6294752	7294752	+
ENSG00000225080	ENSG00000225080.1	TRUE	chr1	146601780	147601780	148601780	+
ENSG00000225082	ENSG00000225082.1	TRUE	chr1	154556435	155556435	156556435	+
ENSG00000225099	ENSG00000225099.1	TRUE	chr1	42368903	43368903	44368903	+
ENSG00000225113	ENSG00000225113.1	TRUE	chr1	109138847	110138847	111138847	+
ENSG00000225154	ENSG00000225154.1	TRUE	chr1	46541651	47541651	48541651	-
ENSG00000225159	ENSG00000225159.1	TRUE	chr1	26533421	27533421	28533421	+
ENSG00000225169	ENSG00000225169.1	TRUE	chr1	99678849	100678849	101678849	+
ENSG00000225171	ENSG00000225171.1	TRUE	chr1	165837985	166837985	167837985	+
ENSG00000225183	ENSG00000225183.1	TRUE	chr1	53555529	54555529	55555529	+
ENSG00000225191	ENSG00000225191.1	TRUE	chr1	103469189	104469189	105469189	+
ENSG00000225217	ENSG00000225217.1	TRUE	chr1	160576081	161576081	162576081	+
ENSG00000225241	ENSG00000225241.2	TRUE	chr1	143593363	144593363	145593363	+
ENSG00000225265	ENSG00000225265.1	TRUE	chr1	221763167	222763167	223763167	+
ENSG00000225278	ENSG00000225278.1	TRUE	chr1	142240439	143240439	144240439	-
ENSG00000225285	ENSG00000225285.1	TRUE	chr1	369953	1369953	2369953	-
ENSG00000225294	ENSG00000225294.1	TRUE	chr1	26312831	27312831	28312831	-
ENSG00000225300	ENSG00000225300.1	TRUE	chr1	245769175	246769175	247769175	+
ENSG00000225313	ENSG00000225313.1	TRUE	chr1	32772949	33772949	34772949	+
ENSG00000225333	ENSG00000225333.4	TRUE	chr1	39183700	40183700	41183700	+
ENSG00000225338	ENSG00000225338.1	TRUE	chr1	211482860	212482860	213482860	-
ENSG00000225447	ENSG00000225447.1	TRUE	chr1	45111869	46111869	47111869	-
ENSG00000225462	ENSG00000225462.1	TRUE	chr1	186532193	187532193	188532193	+
ENSG00000225475	ENSG00000225475.1	TRUE	chr1	56085222	57085222	58085222	-
ENSG00000225486	ENSG00000225486.1	TRUE	chr1	232972178	233972178	234972178	-
ENSG00000225492	ENSG00000225492.2	TRUE	chr1	88873238	89873238	90873238	+
ENSG00000225506	ENSG00000225506.2	TRUE	chr1	46644943	47644943	48644943	-
ENSG00000225556	ENSG00000225556.1	TRUE	chr1	150813033	151813033	152813033	-
ENSG00000225568	ENSG00000225568.1	TRUE	chr1	86511558	87511558	88511558	+
ENSG00000225591	ENSG00000225591.1	TRUE	chr1	172710813	173710813	174710813	+
ENSG00000225616	ENSG00000225616.1	TRUE	chr1	28309120	29309120	30309120	-
ENSG00000225630	ENSG00000225630.1	TRUE	chr1	-434980	565020	1565020	+
ENSG00000225670	ENSG00000225670.1	TRUE	chr1	158177763	159177763	160177763	-
ENSG00000225671	ENSG00000225671.1	TRUE	chr1	49871696	50871696	51871696	-
ENSG00000225710	ENSG00000225710.1	TRUE	chr1	15879026	16879026	17879026	-
ENSG00000225712	ENSG00000225712.1	TRUE	chr1	208441568	209441568	210441568	-
ENSG00000225721	ENSG00000225721.1	TRUE	chr1	44241482	45241482	46241482	-
ENSG00000225828	ENSG00000225828.1	TRUE	chr1	31829879	32829879	33829879	-
ENSG00000225855	ENSG00000225855.2	TRUE	chr1	154293967	155293967	156293967	-
ENSG00000225871	ENSG00000225871.1	TRUE	chr1	146907215	147907215	148907215	+
ENSG00000225880	ENSG00000225880.4	TRUE	chr1	-237098	762902	1762902	-
ENSG00000225886	ENSG00000225886.1	TRUE	chr1	26995979	27995979	28995979	+
ENSG00000225920	ENSG00000225920.1	TRUE	chr1	218373909	219373909	220373909	-
ENSG00000225931	ENSG00000225931.2	TRUE	chr1	1497849	2497849	3497849	+
ENSG00000225938	ENSG00000225938.1	TRUE	chr1	100702084	101702084	102702084	-
ENSG00000225972	ENSG00000225972.1	TRUE	chr1	-435558	564442	1564442	+
ENSG00000225984	ENSG00000225984.1	TRUE	chr1	228841608	229841608	230841608	-
ENSG00000225990	ENSG00000225990.1	TRUE	chr1	26537756	27537756	28537756	+
ENSG00000226015	ENSG00000226015.1	TRUE	chr1	145676513	146676513	147676513	-
ENSG00000226029	ENSG00000226029.1	TRUE	chr1	15787443	16787443	17787443	+
ENSG00000226067	ENSG00000226067.1	TRUE	chr1	148284645	149284645	150284645	+
ENSG00000226084	ENSG00000226084.4	TRUE	chr1	76594799	77594799	78594799	+
ENSG00000226088	ENSG00000226088.1	TRUE	chr1	69826120	70826120	71826120	-
ENSG00000226126	ENSG00000226126.1	TRUE	chr1	118158269	119158269	120158269	-
ENSG00000226147	ENSG00000226147.1	TRUE	chr1	52460398	53460398	54460398	+
ENSG00000226167	ENSG00000226167.1	TRUE	chr1	113399257	114399257	115399257	+
ENSG00000226292	ENSG00000226292.1	TRUE	chr1	164991452	165991452	166991452	+
ENSG00000226396	ENSG00000226396.1	TRUE	chr1	18934608	19934608	20934608	+
ENSG00000226415	ENSG00000226415.1	TRUE	chr1	76165474	77165474	78165474	+
ENSG00000226419	ENSG00000226419.1	TRUE	chr1	112499037	113499037	114499037	+
ENSG00000226457	ENSG00000226457.1	TRUE	chr1	15696025	16696025	17696025	-
ENSG00000226499	ENSG00000226499.1	TRUE	chr1	44309754	45309754	46309754	-
ENSG00000226637	ENSG00000226637.1	TRUE	chr1	142721171	143721171	144721171	-
ENSG00000226675	ENSG00000226675.1	TRUE	chr1	147598976	148598976	149598976	-
ENSG00000226698	ENSG00000226698.1	TRUE	chr1	26202624	27202624	28202624	+
ENSG00000226723	ENSG00000226723.1	TRUE	chr1	191216617	192216617	193216617	-
ENSG00000226745	ENSG00000226745.1	TRUE	chr1	39598436	40598436	41598436	+
ENSG00000226754	ENSG00000226754.1	TRUE	chr1	52704222	53704222	54704222	+
ENSG00000226835	ENSG00000226835.1	TRUE	chr1	93713375	94713375	95713375	+
ENSG00000226849	ENSG00000226849.1	TRUE	chr1	10128528	11128528	12128528	+
ENSG00000226852	ENSG00000226852.1	TRUE	chr1	28194087	29194087	30194087	+
ENSG00000226855	ENSG00000226855.1	TRUE	chr1	153351565	154351565	155351565	-
ENSG00000226889	ENSG00000226889.1	TRUE	chr1	160736017	161736017	162736017	-
ENSG00000226920	ENSG00000226920.1	TRUE	chr1	228576767	229576767	230576767	-
ENSG00000226945	ENSG00000226945.1	TRUE	chr1	206080964	207080964	208080964	+
ENSG00000226967	ENSG00000226967.1	TRUE	chr1	169339508	170339508	171339508	-
ENSG00000226970	ENSG00000226970.2	TRUE	chr1	83710017	84710017	85710017	+
ENSG00000226986	ENSG00000226986.2	TRUE	chr1	210380581	211380581	212380581	+
ENSG00000227001	ENSG00000227001.2	TRUE	chr1	20754460	21754460	22754460	-
ENSG00000227006	ENSG00000227006.1	TRUE	chr1	229407846	230407846	231407846	-
ENSG00000227034	ENSG00000227034.1	TRUE	chr1	98473774	99473774	100473774	+
ENSG00000227056	ENSG00000227056.1	TRUE	chr1	118762719	119762719	120762719	-
ENSG00000227070	ENSG00000227070.1	TRUE	chr1	50983981	51983981	52983981	+
ENSG00000227205	ENSG00000227205.3	TRUE	chr1	119395939	120395939	121395939	+
ENSG00000227207	ENSG00000227207.1	TRUE	chr1	71767155	72767155	73767155	+
ENSG00000227212	ENSG00000227212.3	TRUE	chr1	147575051	148575051	149575051	-
ENSG00000227216	ENSG00000227216.1	TRUE	chr1	145059926	146059926	147059926	+
ENSG00000227217	ENSG00000227217.1	TRUE	chr1	156661552	157661552	158661552	+
ENSG00000227230	ENSG00000227230.1	TRUE	chr1	242299200	243299200	244299200	+
ENSG00000227232	ENSG00000227232.3	TRUE	chr1	-970430	29570	1029570	-
ENSG00000227242	ENSG00000227242.2	TRUE	chr1	145528155	146528155	147528155	-
ENSG00000227278	ENSG00000227278.1	TRUE	chr1	39980729	40980729	41980729	-
ENSG00000227288	ENSG00000227288.2	TRUE	chr1	80967479	81967479	82967479	+
ENSG00000227295	ENSG00000227295.2	TRUE	chr1	157147545	158147545	159147545	-
ENSG00000227311	ENSG00000227311.1	TRUE	chr1	39799229	40799229	41799229	-
ENSG00000227372	ENSG00000227372.4	TRUE	chr1	2663937	3663937	4663937	-
ENSG00000227373	ENSG00000227373.1	TRUE	chr1	173129303	174129303	175129303	-
ENSG00000227408	ENSG00000227408.1	TRUE	chr1	103256345	104256345	105256345	+
ENSG00000227409	ENSG00000227409.1	TRUE	chr1	34831678	35831678	36831678	-
ENSG00000227417	ENSG00000227417.2	TRUE	chr1	202775391	203775391	204775391	-
ENSG00000227453	ENSG00000227453.1	TRUE	chr1	54002469	55002469	56002469	+
ENSG00000227527	ENSG00000227527.1	TRUE	chr1	41804047	42804047	43804047	-
ENSG00000227533	ENSG00000227533.1	TRUE	chr1	42424720	43424720	44424720	+
ENSG00000227589	ENSG00000227589.1	TRUE	chr1	2585336	3585336	4585336	-
ENSG00000227591	ENSG00000227591.1	TRUE	chr1	208897470	209897470	210897470	-
ENSG00000227621	ENSG00000227621.1	TRUE	chr1	223045089	224045089	225045089	-
ENSG00000227630	ENSG00000227630.1	TRUE	chr1	233859789	234859789	235859789	+
ENSG00000227671	ENSG00000227671.2	TRUE	chr1	246374158	247374158	248374158	-
ENSG00000227712	ENSG00000227712.1	TRUE	chr1	118870538	119870538	120870538	-
ENSG00000227722	ENSG00000227722.1	TRUE	chr1	167286735	168286735	169286735	+
ENSG00000227740	ENSG00000227740.1	TRUE	chr1	174890193	175890193	176890193	-
ENSG00000227741	ENSG00000227741.1	TRUE	chr1	159178659	160178659	161178659	-
ENSG00000227751	ENSG00000227751.1	TRUE	chr1	16733256	17733256	18733256	+
ENSG00000227775	ENSG00000227775.1	TRUE	chr1	655951	1655951	2655951	+
ENSG00000227777	ENSG00000227777.1	TRUE	chr1	167511975	168511975	169511975	+
ENSG00000227778	ENSG00000227778.2	TRUE	chr1	146552868	147552868	148552868	+
ENSG00000227811	ENSG00000227811.2	TRUE	chr1	111282201	112282201	113282201	+
ENSG00000227815	ENSG00000227815.1	TRUE	chr1	175241619	176241619	177241619	+
ENSG00000227850	ENSG00000227850.1	TRUE	chr1	105240661	106240661	107240661	+
ENSG00000227854	ENSG00000227854.1	TRUE	chr1	238216203	239216203	240216203	-
ENSG00000227887	ENSG00000227887.1	TRUE	chr1	207871043	208871043	209871043	-
ENSG00000227934	ENSG00000227934.1	TRUE	chr1	230157357	231157357	232157357	+
ENSG00000227953	ENSG00000227953.2	TRUE	chr1	245939182	246939182	247939182	+
ENSG00000227963	ENSG00000227963.1	TRUE	chr1	109881793	110881793	111881793	-
ENSG00000228013	ENSG00000228013.1	TRUE	chr1	153379040	154379040	155379040	-
ENSG00000228037	ENSG00000228037.1	TRUE	chr1	1512999	2512999	3512999	+
ENSG00000228044	ENSG00000228044.2	TRUE	chr1	233782035	234782035	235782035	+
ENSG00000228054	ENSG00000228054.1	TRUE	chr1	108589450	109589450	110589450	+
ENSG00000228056	ENSG00000228056.2	TRUE	chr1	63309356	64309356	65309356	-
ENSG00000228057	ENSG00000228057.1	TRUE	chr1	97011257	98011257	99011257	+
ENSG00000228060	ENSG00000228060.1	TRUE	chr1	39030724	40030724	41030724	+
ENSG00000228063	ENSG00000228063.1	TRUE	chr1	218347303	219347303	220347303	-
ENSG00000228081	ENSG00000228081.2	TRUE	chr1	208346359	209346359	210346359	+
ENSG00000228084	ENSG00000228084.1	TRUE	chr1	99435420	100435420	101435420	-
ENSG00000228086	ENSG00000228086.1	TRUE	chr1	99951553	100951553	101951553	-
ENSG00000228110	ENSG00000228110.2	TRUE	chr1	209440586	210440586	211440586	-
ENSG00000228121	ENSG00000228121.1	TRUE	chr1	58465348	59465348	60465348	+
ENSG00000228126	ENSG00000228126.1	TRUE	chr1	149488233	150488233	151488233	+
ENSG00000228140	ENSG00000228140.1	TRUE	chr1	14735929	15735929	16735929	-
ENSG00000228172	ENSG00000228172.1	TRUE	chr1	25147288	26147288	27147288	-
ENSG00000228175	ENSG00000228175.2	TRUE	chr1	89459880	90459880	91459880	-
ENSG00000228187	ENSG00000228187.1	TRUE	chr1	76660510	77660510	78660510	+
ENSG00000228192	ENSG00000228192.2	TRUE	chr1	42312093	43312093	44312093	-
ENSG00000228196	ENSG00000228196.1	TRUE	chr1	177716889	178716889	179716889	-
ENSG00000228217	ENSG00000228217.1	TRUE	chr1	117321128	118321128	119321128	-
ENSG00000228247	ENSG00000228247.1	TRUE	chr1	217023975	218023975	219023975	-
ENSG00000228264	ENSG00000228264.1	TRUE	chr1	153387613	154387613	155387613	-
ENSG00000228288	ENSG00000228288.2	TRUE	chr1	201780082	202780082	203780082	+
ENSG00000228327	ENSG00000228327.2	TRUE	chr1	-285994	714006	1714006	-
ENSG00000228348	ENSG00000228348.1	TRUE	chr1	34587623	35587623	36587623	+
ENSG00000228397	ENSG00000228397.1	TRUE	chr1	21352541	22352541	23352541	-
ENSG00000228399	ENSG00000228399.1	TRUE	chr1	100721830	101721830	102721830	+
ENSG00000228407	ENSG00000228407.1	TRUE	chr1	51626272	52626272	53626272	-
ENSG00000228436	ENSG00000228436.1	TRUE	chr1	38325584	39325584	40325584	+
ENSG00000228452	ENSG00000228452.1	TRUE	chr1	42242461	43242461	44242461	-
ENSG00000228463	ENSG00000228463.3	TRUE	chr1	-732747	267253	1267253	-
ENSG00000228477	ENSG00000228477.1	TRUE	chr1	39428352	40428352	41428352	+
ENSG00000228502	ENSG00000228502.1	TRUE	chr1	95912486	96912486	97912486	+
ENSG00000228523	ENSG00000228523.1	TRUE	chr1	66743735	67743735	68743735	+
ENSG00000228526	ENSG00000228526.1	TRUE	chr1	8258965	9258965	10258965	-
ENSG00000228549	ENSG00000228549.1	TRUE	chr1	16197440	17197440	18197440	+
ENSG00000228589	ENSG00000228589.2	TRUE	chr1	27422933	28422933	29422933	-
ENSG00000228594	ENSG00000228594.1	TRUE	chr1	535515	1535515	2535515	-
ENSG00000228606	ENSG00000228606.1	TRUE	chr1	159231531	160231531	161231531	+
ENSG00000228665	ENSG00000228665.1	TRUE	chr1	108572689	109572689	110572689	+
ENSG00000228682	ENSG00000228682.2	TRUE	chr1	30971841	31971841	32971841	+
ENSG00000228686	ENSG00000228686.2	TRUE	chr1	174986413	175986413	176986413	+
ENSG00000228703	ENSG00000228703.1	TRUE	chr1	109172927	110172927	111172927	-
ENSG00000228794	ENSG00000228794.2	TRUE	chr1	-239482	760518	1760518	+
ENSG00000228818	ENSG00000228818.1	TRUE	chr1	239308689	240308689	241308689	-
ENSG00000228830	ENSG00000228830.1	TRUE	chr1	233742754	234742754	235742754	+
ENSG00000228844	ENSG00000228844.1	TRUE	chr1	239800352	240800352	241800352	-
ENSG00000228852	ENSG00000228852.1	TRUE	chr1	94744496	95744496	96744496	-
ENSG00000228863	ENSG00000228863.1	TRUE	chr1	159640568	160640568	161640568	+
ENSG00000228929	ENSG00000228929.1	TRUE	chr1	52238320	53238320	54238320	-
ENSG00000229020	ENSG00000229020.3	TRUE	chr1	112466045	113466045	114466045	+
ENSG00000229022	ENSG00000229022.1	TRUE	chr1	240995237	241995237	242995237	+
ENSG00000229106	ENSG00000229106.1	TRUE	chr1	23229227	24229227	25229227	-
ENSG00000229133	ENSG00000229133.1	TRUE	chr1	67708738	68708738	69708738	-
ENSG00000229162	ENSG00000229162.1	TRUE	chr1	24287836	25287836	26287836	+
ENSG00000229191	ENSG00000229191.1	TRUE	chr1	199993077	200993077	201993077	+
ENSG00000229255	ENSG00000229255.1	TRUE	chr1	247648785	248648785	249648785	-
ENSG00000229344	ENSG00000229344.1	TRUE	chr1	-431863	568137	1568137	+
ENSG00000229357	ENSG00000229357.1	TRUE	chr1	149876372	150876372	151876372	+
ENSG00000229359	ENSG00000229359.1	TRUE	chr1	69385005	70385005	71385005	+
ENSG00000229367	ENSG00000229367.1	TRUE	chr1	228706279	229706279	230706279	+
ENSG00000229372	ENSG00000229372.1	TRUE	chr1	42914315	43914315	44914315	-
ENSG00000229376	ENSG00000229376.1	TRUE	chr1	-342528	657472	1657472	+
ENSG00000229388	ENSG00000229388.1	TRUE	chr1	27969740	28969740	29969740	+
ENSG00000229399	ENSG00000229399.1	TRUE	chr1	221815200	222815200	223815200	-
ENSG00000229431	ENSG00000229431.1	TRUE	chr1	42850784	43850784	44850784	+
ENSG00000229447	ENSG00000229447.1	TRUE	chr1	30736528	31736528	32736528	-
ENSG00000229570	ENSG00000229570.1	TRUE	chr1	119039464	120039464	121039464	-
ENSG00000229612	ENSG00000229612.1	TRUE	chr1	167867374	168867374	169867374	+
ENSG00000229635	ENSG00000229635.1	TRUE	chr1	92850555	93850555	94850555	-
ENSG00000229752	ENSG00000229752.1	TRUE	chr1	80564690	81564690	82564690	-
ENSG00000229757	ENSG00000229757.1	TRUE	chr1	167548677	168548677	169548677	-
ENSG00000229785	ENSG00000229785.1	TRUE	chr1	171717700	172717700	173717700	+
ENSG00000229801	ENSG00000229801.1	TRUE	chr1	148591762	149591762	150591762	-
ENSG00000229808	ENSG00000229808.1	TRUE	chr1	160860623	161860623	162860623	+
ENSG00000229815	ENSG00000229815.1	TRUE	chr1	44424229	45424229	46424229	+
ENSG00000229820	ENSG00000229820.1	TRUE	chr1	27780052	28780052	29780052	+
ENSG00000229828	ENSG00000229828.1	TRUE	chr1	145011091	146011091	147011091	+
ENSG00000229840	ENSG00000229840.1	TRUE	chr1	228177918	229177918	230177918	+
ENSG00000229874	ENSG00000229874.1	TRUE	chr1	205137984	206137984	207137984	-
ENSG00000229887	ENSG00000229887.2	TRUE	chr1	57515007	58515007	59515007	-
ENSG00000229930	ENSG00000229930.1	TRUE	chr1	223222758	224222758	225222758	-
ENSG00000229953	ENSG00000229953.1	TRUE	chr1	155631216	156631216	157631216	-
ENSG00000229956	ENSG00000229956.1	TRUE	chr1	70547007	71547007	72547007	+
ENSG00000229965	ENSG00000229965.1	TRUE	chr1	225626265	226626265	227626265	+
ENSG00000229985	ENSG00000229985.2	TRUE	chr1	26503242	27503242	28503242	+
ENSG00000229989	ENSG00000229989.2	TRUE	chr1	197906600	198906600	199906600	-
ENSG00000229991	ENSG00000229991.1	TRUE	chr1	223762136	224762136	225762136	+
ENSG00000229994	ENSG00000229994.1	TRUE	chr1	34816323	35816323	36816323	+
ENSG00000230092	ENSG00000230092.2	TRUE	chr1	-246908	753092	1753092	-
ENSG00000230124	ENSG00000230124.2	TRUE	chr1	179472089	180472089	181472089	-
ENSG00000230138	ENSG00000230138.1	TRUE	chr1	52833917	53833917	54833917	-
ENSG00000230163	ENSG00000230163.1	TRUE	chr1	34316295	35316295	36316295	+
ENSG00000230199	ENSG00000230199.1	TRUE	chr1	242138307	243138307	244138307	+
ENSG00000230228	ENSG00000230228.1	TRUE	chr1	23275873	24275873	25275873	-
ENSG00000230239	ENSG00000230239.1	TRUE	chr1	16181902	17181902	18181902	+
ENSG00000230255	ENSG00000230255.1	TRUE	chr1	141791488	142791488	143791488	+
ENSG00000230280	ENSG00000230280.1	TRUE	chr1	201880940	202880940	203880940	+
ENSG00000230318	ENSG00000230318.1	TRUE	chr1	219488907	220488907	221488907	-
ENSG00000230325	ENSG00000230325.1	TRUE	chr1	235713580	236713580	237713580	-
ENSG00000230337	ENSG00000230337.1	TRUE	chr1	10159732	11159732	12159732	+
ENSG00000230364	ENSG00000230364.1	TRUE	chr1	170653578	171653578	172653578	-
ENSG00000230368	ENSG00000230368.2	TRUE	chr1	-187717	812283	1812283	-
ENSG00000230415	ENSG00000230415.1	TRUE	chr1	210603	1210603	2210603	+
ENSG00000230424	ENSG00000230424.1	TRUE	chr1	18536995	19536995	20536995	+
ENSG00000230547	ENSG00000230547.1	TRUE	chr1	170240729	171240729	172240729	-
ENSG00000230582	ENSG00000230582.2	TRUE	chr1	147806015	148806015	149806015	+
ENSG00000230585	ENSG00000230585.1	TRUE	chr1	50246012	51246012	52246012	+
ENSG00000230623	ENSG00000230623.2	TRUE	chr1	199302321	200302321	201302321	+
ENSG00000230628	ENSG00000230628.1	TRUE	chr1	233831900	234831900	235831900	-
ENSG00000230638	ENSG00000230638.2	TRUE	chr1	41007740	42007740	43007740	+
ENSG00000230659	ENSG00000230659.1	TRUE	chr1	164788590	165788590	166788590	+
ENSG00000230667	ENSG00000230667.3	TRUE	chr1	91540998	92540998	93540998	-
ENSG00000230679	ENSG00000230679.1	TRUE	chr1	7938894	8938894	9938894	+
ENSG00000230699	ENSG00000230699.2	TRUE	chr1	-153185	846815	1846815	+
ENSG00000230721	ENSG00000230721.1	TRUE	chr1	86250596	87250596	88250596	+
ENSG00000230777	ENSG00000230777.1	TRUE	chr1	174891111	175891111	176891111	+
ENSG00000230779	ENSG00000230779.1	TRUE	chr1	152197556	153197556	154197556	+
ENSG00000230787	ENSG00000230787.1	TRUE	chr1	78521740	79521740	80521740	-
ENSG00000230798	ENSG00000230798.1	TRUE	chr1	62790112	63790112	64790112	-
ENSG00000230832	ENSG00000230832.3	TRUE	chr1	145555127	146555127	147555127	-
ENSG00000230849	ENSG00000230849.2	TRUE	chr1	172111489	173111489	174111489	-
ENSG00000230850	ENSG00000230850.2	TRUE	chr1	142119061	143119061	144119061	+
ENSG00000230863	ENSG00000230863.1	TRUE	chr1	75189734	76189734	77189734	-
ENSG00000230880	ENSG00000230880.1	TRUE	chr1	141618769	142618769	143618769	+
ENSG00000230896	ENSG00000230896.1	TRUE	chr1	45162747	46162747	47162747	-
